"RecordedDate","ResponseId","id","university","major_1","major_2","course","mathstudy_1","mathstudy_2","stars_1","stars_2","stars_3","stars_4","stars_5","stars_6","stars_7","stars_8","stars_9","stars_10","stars_11","stars_12","stars_13","stars_14","stars_15","stars_16","stars_17","stars_18","stars_19","stars_20","stars_21","stars_22","stars_23","rmars_1","rmars_2","rmars_3","rmars_4","rmars_5","rmars_6","rmars_7","rmars_8","rmars_9","rmars_10","rmars_11","rmars_12","rmars_13","rmars_14","rmars_15","rmars_16","rmars_17","rmars_18","rmars_19","rmars_20","sticsa_1","sticsa_2","sticsa_3","sticsa_4","sticsa_5","sticsa_6","sticsa_7","sticsa_8","sticsa_9","sticsa_10","sticsa_11","sticsa_12","sticsa_13","sticsa_14","sticsa_15","sticsa_16","sticsa_17","sticsa_18","sticsa_19","sticsa_20","sticsa_21","rtas_1","rtas_2","rtas_3","rtas_4","rtas_5","rtas_6","rtas_7","rtas_8","rtas_9","rtas_10","rtas_11","rtas_12","rtas_13","rtas_14","rtas_15","rtas_16","rtas_17","rtas_18","rtas_19","rtas_20","rtas_21","rtas_22","rtas_23","rtas_24","rtas_25","bfne_1","bfne_2","bfne_3","bfne_4","bfne_5","bfne_6","bfne_7","bfne_8","lsas_1","lsas_2","lsas_3","lsas_4","lsas_5","lsas_6","lsas_7","lsas_8","lsas_9","lsas_10","lsas_11","lsas_12","lsas_13","lsas_14","lsas_15","lsas_16","lsas_17","lsas_18","lsas_19","lsas_20","lsas_21","lsas_22","lsas_23","lsas_24","cas_1","cas_2","cas_3","cas_4","cas_5","cas_6","cas_7","cas_8","cas_9","cas_10","cas_11","cas_12","cas_13","cas_14","cas_15","cas_16","ius_1","ius_2","ius_3","ius_4","ius_5","ius_6","ius_7","ius_8","ius_9","ius_10","ius_11","ius_12","ngse_1","ngse_2","ngse_3","ngse_4","ngse_5","ngse_6","ngse_7","ngse_8","patms_1","patms_2","patms_3","patms_4","patms_5","patms_6","patms_7","crt_1","crt_2","crt_3","god_belief","crt_check_1","crt_check_2","math_level_1","math_level_2","math_result_1","math_result_2","math_result_3","math_time_1","math_time_2","math_time_3","stat_now","stat_prev_1","stat_prev_2","stat_prev_3","stat_prev_4","stat_prev_5","stat_result_1","stat_result_2","stat_result_3","stat_result_4","stat_result_5","uni_year","age","gender_1","gender_2","spld_1","spld_2","grade","source","semester"
"2021/06/29 13:27:00","R_2ZHV3vTLcMEWCAe","OK040","Eötvös Loránd University","Psychology / Behavior analyst",NA,"Statistics / Data analysis and statistical inference (ELTE)","No",NA,3,3,2,3,2,2,4,4,1,3,2,2,3,2,4,2,1,3,2,2,1,3,2,2,1,2,2,1,2,1,3,2,1,3,3,4,2,4,2,1,2,4,1,4,2,2,2,1,1,2,3,2,1,1,3,1,2,1,3,2,1,1,4,1,3,2,2,4,3,4,3,2,2,2,3,4,4,4,2,2,3,2,4,1,2,1,2,1,4,4,3,3,2,2,3,3,3,1,1,1,2,3,2,4,3,2,3,1,2,1,2,2,3,2,2,1,2,3,2,1,2,1,2,3,1,3,1,2,2,2,2,1,2,2,1,2,1,5,5,5,3,1,2,3,4,4,2,3,2,5,5,5,5,5,5,5,5,5,1,1,1,2,5,2,8,10,39,100,3,"No","GCSE",NA,"5",NA,NA,"13",NA,NA,"No","Adatelemzés és statisztika",NA,NA,NA,NA,4,NA,NA,NA,NA,"1st Year",19,"Female",NA,"I do not have a Specific Learning Disability",NA,4,"Sample 1",NA
"2021/06/29 13:59:00","R_1hyv7kVeZF5TsNB","ST03R","Eötvös Loránd University","Psychology / Behavior analyst",NA,"Statistics / Data analysis and statistical inference (ELTE)","No",NA,5,3,3,3,3,1,4,5,1,5,1,2,5,1,5,3,1,2,3,2,2,5,1,4,2,2,4,3,2,3,5,4,1,5,1,5,2,1,4,3,3,5,2,4,2,3,3,2,3,2,4,2,3,2,2,2,2,3,3,2,3,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,4,4,3,4,1,2,2,4,2,2,4,4,3,1,3,4,4,2,3,1,2,2,2,2,2,2,3,2,2,1,2,2,3,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Sample 1",NA
"2021/06/29 14:26:00","R_1mVmtILZUeSTNry","ST56A","Eötvös Loránd University","Psychology / Behavior analyst",NA,"Statistics / Data analysis and statistical inference (ELTE)","No",NA,3,4,4,4,3,1,4,5,1,5,2,3,2,3,5,5,1,1,3,1,2,3,3,5,2,4,3,1,1,3,5,5,1,2,3,5,2,1,3,2,4,2,2,2,3,1,2,1,2,2,1,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,1,3,3,4,1,1,2,1,2,3,4,2,1,1,3,2,2,1,2,2,2,2,4,4,3,4,3,3,3,2,4,1,2,1,1,3,4,2,3,2,4,2,3,2,2,3,4,4,3,2,3,3,2,3,3,2,2,2,2,2,3,2,2,2,2,2,3,3,3,2,3,1,3,1,2,2,1,2,2,1,1,2,1,5,4,4,4,5,4,4,5,4,1,2,3,3,4,2,4,10,39,25,3,"No","GCSE",NA,"5",NA,NA,"25",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2nd Year",21,"Female",NA,"I do not have a Specific Learning Disability",NA,4,"Sample 1",NA
"2021/06/30 00:19:00","R_31cHzGOFNu0sXys","ÉM00É","Eötvös Loránd University","Psychology / Behavior analyst",NA,"Statistics / Data analysis and statistical inference (ELTE)","No",NA,3,2,3,4,3,3,4,5,1,5,4,2,4,3,5,3,2,2,2,3,2,3,2,3,2,2,2,3,3,3,5,5,3,3,3,5,2,2,2,3,1,3,2,2,3,2,3,1,3,2,3,2,3,3,2,2,2,2,3,2,3,3,2,2,3,3,2,4,4,4,3,3,3,3,4,4,4,3,1,2,3,4,3,4,4,4,1,2,4,3,3,3,3,3,3,4,3,2,1,2,1,3,3,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,1,2,2,2,2,4,3,2,2,3,3,3,3,3,3,3,3,4,2,1,1,3,2,2,2,1,2,3,2,5,2,5,4,5,4,3,3,3,2,4,2,2,3,3,8,1,39,1,2,"No","GCSE",NA,"5",NA,NA,"24",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2nd Year",21,"Female",NA,"I do not have a Specific Learning Disability",NA,4,"Sample 1",NA
"2021/06/30 01:41:00","R_XANJ8czY5u4WMbn","ST10A","Eötvös Loránd University","Psychology / Behavior analyst",NA,"Statistics / Data analysis and statistical inference (ELTE)","No",NA,3,3,2,3,4,3,4,4,2,4,3,2,4,3,5,2,2,2,2,3,2,4,2,3,3,2,2,2,2,4,3,4,2,4,3,3,2,2,2,3,2,4,2,1,1,2,2,3,1,2,1,2,2,1,1,1,1,2,1,2,1,2,1,2,2,1,2,3,3,3,1,2,2,2,2,1,1,2,1,1,3,1,2,1,2,2,1,1,3,1,1,1,1,1,1,2,2,2,2,2,2,3,3,2,3,2,3,2,2,2,2,3,4,3,3,2,3,3,2,2,2,3,4,2,3,3,3,3,4,1,1,1,2,4,1,1,2,2,2,1,1,1,2,2,3,3,1,2,1,4,4,4,4,3,4,3,4,4,2,3,3,2,4,2,4,20,39,30,2,"No","GCSE",NA,"5",NA,NA,"84",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prefer not to answer",25,"Female",NA,"I do not have a Specific Learning Disability",NA,4,"Sample 1",NA
"2021/06/30 02:06:00","R_d0uZlKVOZep7de1","ST35A","Eötvös Loránd University","Psychology / Behavior analyst",NA,"Statistics / Data analysis and statistical inference (ELTE)","No",NA,1,1,1,2,1,1,1,3,1,3,2,1,2,1,2,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,2,3,1,3,1,2,1,2,4,1,1,1,3,2,2,2,1,1,3,2,2,2,4,1,2,2,1,2,2,1,2,3,2,2,1,1,1,2,3,2,1,1,1,4,1,3,2,1,1,1,2,3,2,1,2,1,1,1,2,2,1,1,1,1,2,2,1,1,2,1,1,3,4,3,2,2,2,2,2,1,2,2,2,3,1,2,3,3,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,1,3,4,2,2,2,1,3,2,4,2,4,3,4,3,4,4,4,4,3,5,5,1,1,1,1,4,1,4,10,39,30,3,"No","GCSE",NA,"5",NA,NA,"13",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1st Year",20,"Female",NA,"I do not have a Specific Learning Disability",NA,3,"Sample 1",NA
"2021/06/30 02:50:00","R_3D0cFxGvLglQIkd","OK25A","Eötvös Loránd University","Psychology / Behavior analyst",NA,"Statistics / Data analysis and statistical inference (ELTE)","No",NA,2,1,3,2,1,1,4,4,2,3,1,2,3,1,2,3,1,2,2,2,2,4,1,2,1,3,1,2,1,2,2,2,1,3,2,2,3,1,1,1,1,2,1,2,1,1,2,3,2,1,2,1,3,2,1,2,1,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,1,2,2,1,2,3,1,1,1,2,1,2,1,1,1,1,1,4,2,3,2,3,4,4,3,1,3,1,1,2,4,2,3,4,3,1,2,1,2,3,3,1,2,1,3,3,2,2,3,2,2,3,2,1,3,3,3,1,1,1,2,3,2,1,1,2,4,2,4,3,1,4,4,2,2,3,1,4,4,5,5,5,5,4,5,4,2,2,1,1,5,2,4,10,39,22,3,"No","A Level",NA,"5","5",NA,"13","13",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1st Year",19,"Female",NA,"Attention Deficit-Hyperactivity Disorder",NA,4,"Sample 1",NA
"2021/06/30 05:06:00","R_2e5bzFpU2gIaSpa","ÁR24N","Eötvös Loránd University","Psychology / Behavior analyst",NA,"Statistics / Data analysis and statistical inference (ELTE)","No",NA,5,2,5,4,2,1,5,5,1,5,2,5,4,5,5,5,1,1,5,2,4,4,4,4,2,5,2,4,1,5,5,4,5,5,2,5,5,1,5,2,4,5,4,3,2,4,4,3,1,1,2,3,4,1,1,3,1,2,3,4,1,3,3,3,3,2,4,4,4,4,2,4,3,1,3,4,4,4,2,2,4,4,3,3,2,3,2,3,4,4,4,5,5,5,5,5,5,1,3,1,1,3,4,1,3,2,3,3,4,1,3,4,4,1,2,3,4,3,3,2,3,3,5,3,3,3,4,4,4,1,2,2,3,2,1,2,3,3,3,2,2,2,1,2,3,1,2,2,1,5,5,4,4,5,5,3,4,3,3,4,3,3,3,2,4,50,20,85,1,"Yes","GCSE",NA,"4",NA,NA,"13",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1st Year",19,"Female",NA,"I do not have a Specific Learning Disability",NA,NA,"Sample 1",NA
"2021/06/30 06:32:00","R_3oSW5s18PaW6Fbe","ST48U","Eötvös Loránd University","Psychology / Behavior analyst",NA,"Statistics / Data analysis and statistical inference (ELTE)","No",NA,4,3,4,3,2,3,3,4,2,4,3,4,2,3,4,4,3,4,3,3,2,4,3,3,2,3,4,3,3,3,4,4,3,3,3,5,3,2,2,3,1,4,3,1,2,3,2,3,1,3,1,1,3,1,1,1,1,1,3,3,1,3,1,2,2,2,2,3,3,4,2,2,2,2,2,3,4,2,2,2,3,3,2,2,2,2,2,3,4,3,3,3,4,3,3,4,3,2,2,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,2,3,3,3,3,2,2,3,3,3,4,2,3,4,3,3,4,3,2,3,3,2,3,3,3,4,3,3,4,3,3,3,3,3,2,3,3,3,3,3,8,1,39,100,2,"No","GCSE",NA,"4",NA,NA,"60",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3rd Year",23,"Another gender (please specify)","FÉRFI","I do not have a Specific Learning Disability",NA,5,"Sample 1",NA
"2021/06/30 08:31:00","R_3Pc79y3RuThdhO3","LC18A","Eötvös Loránd University","Psychology / Behavior analyst",NA,"Statistics / Data analysis and statistical inference (ELTE)","No",NA,4,3,4,2,3,2,5,5,1,3,3,2,4,5,4,4,4,2,5,2,1,5,4,5,2,2,2,3,1,3,5,5,1,4,2,5,3,1,4,2,4,5,4,1,1,3,1,2,1,3,1,3,3,2,1,2,1,1,4,4,1,3,3,3,1,1,1,3,2,4,3,1,3,1,1,4,4,2,2,2,1,1,1,1,2,1,1,2,4,2,1,1,2,2,3,1,2,2,3,1,3,2,4,1,3,3,2,2,3,1,1,2,3,3,2,1,3,3,1,3,1,2,3,2,2,1,3,3,2,1,1,1,2,3,1,1,1,2,3,1,2,2,5,3,5,1,5,3,5,4,2,4,4,3,3,3,5,4,3,5,1,5,2,5,8,50,10,50,2,"No","GCSE",NA,"4",NA,NA,"48",NA,NA,"No","Statisztika előadás","Statisztika gyakorlat",NA,NA,NA,4,4,NA,NA,NA,"3rd Year",22,"Female",NA,"I do not have a Specific Learning Disability",NA,NA,"Sample 1",NA
"2021/06/30 08:39:00","R_3oGhCSNQDB7xyFA","ZA30S","Eötvös Loránd University","Psychology / Behavior analyst",NA,"Statistics / Data analysis and statistical inference (ELTE)","No",NA,4,2,5,3,4,NA,5,4,3,4,2,2,4,3,4,4,1,5,4,4,2,4,3,2,2,4,2,2,2,4,3,3,1,4,2,3,4,4,4,2,2,4,3,2,2,1,2,2,1,1,1,1,2,3,1,2,1,2,2,2,1,2,1,1,3,2,2,3,3,3,3,3,3,1,2,3,3,3,3,2,2,3,1,1,3,1,3,2,3,4,4,2,4,3,4,4,2,2,2,2,2,3,4,2,4,4,4,3,3,2,2,3,4,2,3,3,3,2,2,4,2,2,4,3,2,4,2,2,4,2,2,4,2,3,3,4,2,3,5,2,4,4,2,3,4,4,2,3,2,5,2,5,5,4,4,4,4,2,4,4,3,3,3,4,4,10,39,30,2,"No","A Level",NA,"5","5",NA,"36","36",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3rd Year",22,"Female",NA,"I do not have a Specific Learning Disability",NA,4,"Sample 1",NA
"2021/06/30 09:16:00","R_3ime6hQx2ojFhEB","LC29A","Eötvös Loránd University","Psychology / Behavior analyst",NA,"Statistics / Data analysis and statistical inference (ELTE)","No",NA,2,3,1,3,5,2,5,5,1,5,2,2,5,1,3,1,1,1,1,2,1,5,1,5,3,1,5,1,1,3,5,5,1,5,2,5,1,1,1,1,3,1,1,1,2,2,2,2,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,3,1,4,3,3,4,1,4,1,1,3,3,4,4,1,1,1,1,1,1,1,1,2,4,4,4,2,3,5,4,3,4,5,2,1,3,1,3,3,1,3,3,1,1,2,1,3,4,3,4,1,1,3,3,1,4,1,2,3,2,2,3,4,3,2,1,1,2,1,5,2,1,1,4,5,5,4,2,2,4,4,4,2,3,3,3,3,5,4,4,5,3,3,4,1,1,1,1,5,1,4,50,39,100,2,"No","GCSE",NA,"5",NA,NA,"36",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3rd Year",21,"Male",NA,"I do not have a Specific Learning Disability",NA,5,"Sample 1",NA
"2021/06/30 15:39:00","R_2UbXijLJZyOqhXD","ST79Ó","Eötvös Loránd University","Psychology / Behavior analyst",NA,"Statistics / Data analysis and statistical inference (ELTE)","No",NA,4,2,3,3,3,1,4,5,2,5,1,2,2,4,4,3,1,3,3,2,2,3,3,5,2,4,3,3,1,5,5,4,2,3,3,5,4,3,3,1,3,4,3,3,3,4,2,3,1,1,3,3,4,3,2,1,2,3,2,4,3,2,3,1,3,2,4,3,2,4,4,4,4,2,4,4,3,3,2,4,3,3,3,1,3,2,3,4,4,5,2,5,5,5,5,5,3,1,3,2,2,3,4,3,3,3,4,2,3,1,4,3,4,4,3,3,4,3,2,3,2,3,3,3,3,3,2,4,3,2,2,2,2,2,2,2,2,4,5,5,2,3,5,5,2,2,3,4,4,3,3,3,3,4,3,4,4,4,1,4,2,5,4,3,4,50,25,10,2,"No","GCSE",NA,"5",NA,NA,"3",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2nd Year",22,"Female",NA,"I do not have a Specific Learning Disability",NA,4,"Sample 1",NA
"2021/06/30 19:58:00","R_BzABDRx6GD3AHxn","ST76E","Eötvös Loránd University","Psychology / Behavior analyst",NA,"Statistics / Data analysis and statistical inference (ELTE)","No",NA,4,3,4,4,2,1,3,5,1,5,3,3,3,2,5,4,1,3,4,2,3,2,3,4,3,4,4,2,1,3,5,5,1,4,1,5,4,2,4,2,1,2,2,1,1,3,3,3,1,2,1,2,4,3,1,3,1,2,3,3,1,3,2,2,1,2,3,3,4,4,1,2,2,1,3,4,4,2,1,1,2,2,1,1,1,1,1,3,3,3,4,3,4,3,4,5,5,1,2,1,1,3,4,2,3,3,2,3,3,1,2,3,4,4,3,1,4,3,1,2,2,3,3,2,3,3,4,2,2,1,3,2,4,3,2,2,3,3,3,4,2,3,3,4,2,2,4,1,2,3,1,4,3,4,3,3,3,3,3,3,2,3,3,3,8,10,39,50,3,"No","GCSE",NA,"4",NA,NA,"24",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2nd Year",20,"Female",NA,"I do not have a Specific Learning Disability",NA,3,"Sample 1",NA
"2021/07/01 04:13:00","R_31mgSqqk41YJWiq","SA56U","University of Pécs","Psychology / Behavior analyst",NA,"Multivariate statistics (PTE)","Yes (please specify the name of the course(s)/module(s))","Pszichometria",3,3,5,4,3,2,4,5,3,4,4,2,3,3,4,5,2,2,5,3,1,3,4,3,4,5,3,3,2,3,5,4,1,3,4,4,5,2,4,3,1,2,3,3,2,3,3,3,1,2,2,2,3,2,1,3,1,2,3,3,3,3,1,2,1,1,2,4,2,3,2,1,2,2,2,1,3,1,2,1,3,2,2,1,1,2,1,1,3,4,4,4,4,4,3,5,3,1,2,2,2,3,3,2,2,2,2,2,2,1,2,4,3,2,3,4,3,4,1,2,2,3,3,3,2,3,4,2,3,1,1,1,2,2,1,1,2,3,4,3,3,4,4,2,5,3,2,3,3,4,4,3,4,3,4,2,3,4,2,3,2,2,4,3,8,10,39,85,3,"No","GCSE",NA,"4",NA,NA,"2 éve",NA,NA,"No","Pszichometria","Könyvtári informatikai stat 1.","Könyvtári informatikai stat 2",NA,NA,5,5,5,NA,NA,"3rd Year",20,"Female",NA,"I do not have a Specific Learning Disability",NA,5,"Sample 1",NA
"2021/07/01 04:40:00","R_Bt6iRxKlT04EcNz","ST55C","University of Pécs","Psychology / Behavior analyst",NA,"Multivariate statistics (PTE)","No",NA,3,4,4,4,2,3,4,5,1,5,3,5,4,3,5,4,1,1,1,3,3,3,2,1,2,1,2,2,3,2,3,4,1,4,1,3,1,2,1,1,1,3,1,2,2,1,3,2,1,3,2,1,2,4,1,2,1,1,3,3,2,2,1,1,3,3,3,2,4,4,2,3,1,1,3,4,4,3,1,1,2,3,2,3,4,3,3,1,4,4,3,3,3,3,4,3,4,3,4,1,2,4,4,2,3,3,3,4,4,2,3,3,4,4,3,4,4,3,1,1,1,2,4,3,2,4,3,4,3,4,4,2,3,2,4,3,2,5,5,3,5,5,3,5,5,4,2,5,5,4,4,5,5,4,4,3,4,4,3,2,2,2,4,3,8,10,5,50,1,"No","GCSE",NA,"3",NA,NA,"60 hónap",NA,NA,"No","könyvtárinformatika és statisztikai alapismeretek 1","könyvtárinformatika és statisztikai alapismeretek 2","többváltozós statisztikai ismeretek","pszichometria (?)",NA,4,5,4,4,NA,"3rd Year",24,"Female",NA,"I do not have a Specific Learning Disability",NA,NA,"Sample 1",NA
"2021/07/01 06:11:00","R_3FWGZTQ8XqpyAMZ","LY92R","Eötvös Loránd University","Psychology / Behavior analyst",NA,"Statistics / Data analysis and statistical inference (ELTE)","No",NA,4,4,5,4,4,4,5,5,4,5,3,3,5,4,5,5,3,5,4,4,5,4,4,4,4,5,5,3,4,5,4,5,2,5,3,5,5,5,4,4,5,4,2,4,4,4,4,3,3,3,4,4,4,4,4,4,2,3,3,4,4,4,4,4,2,4,4,4,4,4,3,4,3,2,4,4,4,4,3,3,2,4,4,1,3,2,3,3,4,5,5,5,5,5,5,5,5,3,4,3,2,4,4,2,4,3,4,4,4,2,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,5,4,4,2,2,2,2,3,2,2,2,5,5,5,4,4,5,5,5,5,5,4,5,2,2,2,2,2,2,3,2,5,2,3,3,4,4,4,4,10,39,40,2,"No","GCSE",NA,"5",NA,NA,"49",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3rd Year",23,"Female",NA,"I do not have a Specific Learning Disability",NA,5,"Sample 1",NA
"2021/07/01 07:32:00","R_2eOs4aSJ6kFY5qv","EG63Ó","Eötvös Loránd University","Psychology / Behavior analyst",NA,"Statistics / Data analysis and statistical inference (ELTE)","No",NA,5,3,2,3,4,3,4,5,1,5,4,4,5,4,4,1,1,4,1,3,3,4,1,3,3,2,3,3,3,3,4,4,1,4,2,4,2,3,1,3,1,4,1,4,3,2,3,1,2,2,3,1,3,2,3,2,2,3,3,2,3,3,3,4,1,1,2,4,3,3,2,2,2,2,3,4,3,1,1,2,2,2,4,2,2,1,1,2,3,3,4,3,2,4,5,4,3,4,3,3,1,3,4,3,3,3,3,3,2,4,3,3,4,4,3,3,4,3,1,2,1,3,3,3,3,3,5,4,4,2,2,2,3,3,2,3,3,3,4,1,2,3,2,2,3,2,1,4,3,5,3,4,4,4,4,3,3,4,1,2,2,2,3,3,4,5,6,50,1,"No","GCSE",NA,"5",NA,NA,"24",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2nd Year",21,"Female",NA,"I do not have a Specific Learning Disability",NA,5,"Sample 1",NA
"2021/07/01 08:11:00","R_3FIlvl2c8ArxXMZ","ST26E","Eötvös Loránd University","Psychology / Behavior analyst",NA,"Statistics / Data analysis and statistical inference (ELTE)","Yes (please specify the name of the course(s)/module(s))","Pszichometria",2,3,2,2,2,1,2,5,2,4,2,3,3,2,3,2,1,2,2,2,1,4,2,2,2,2,1,2,2,1,5,3,1,3,3,3,2,1,3,2,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,3,1,2,1,3,2,3,3,1,1,2,3,3,3,1,2,2,2,2,1,2,4,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,4,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,4,10,39,85,3,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Sample 1",NA
"2021/07/01 08:16:00","R_6XaLPHg0vfuFUpb","ST34R","University of Pécs","Psychology / Behavior analyst",NA,"Multivariate statistics (PTE)","No",NA,3,1,2,1,3,1,3,4,1,3,1,1,4,1,4,2,1,1,2,1,1,2,1,3,1,2,1,2,1,3,4,3,1,5,2,5,2,1,2,2,1,2,1,1,1,2,2,1,1,1,1,3,2,2,1,2,1,3,1,2,1,1,2,2,1,1,1,4,3,4,1,1,1,1,1,4,4,1,1,1,3,4,4,1,3,1,2,1,4,4,2,3,3,2,4,5,4,1,1,1,2,2,4,3,2,2,4,2,2,2,2,2,2,4,2,3,4,2,1,3,1,2,2,2,2,2,2,2,2,1,1,2,1,3,1,1,1,2,5,1,5,4,1,3,4,3,2,4,1,5,4,5,5,5,5,4,5,5,1,1,1,1,5,3,4,10,39,51,3,"No","GCSE",NA,"5",NA,NA,"36",NA,NA,"No","Könyvtárinformatika és statisztikai alapismeretek I.","Könyvtárinformatika és statisztikai alapismeretek II.","Többváltozós statisztikai eljárások","Nem volt több statisztika","(Egyedül Pszichometria kurzus volt még)",5,5,5,NA,5,"3rd Year",22,"Female",NA,"I do not have a Specific Learning Disability",NA,5,"Sample 1",NA
"2021/07/01 12:25:00","R_1jNy6OXmKoacdLe","ST97Á","Eötvös Loránd University","Psychology / Behavior analyst",NA,"Statistics / Data analysis and statistical inference (ELTE)","No",NA,2,2,1,2,1,1,3,2,1,3,1,1,3,2,3,1,2,1,1,2,1,2,1,4,2,2,2,1,1,3,3,4,1,2,2,3,2,3,2,1,2,3,1,3,3,1,3,3,1,3,1,3,4,4,2,3,2,2,2,2,2,2,2,3,2,2,2,3,2,4,1,1,1,1,1,2,3,2,1,1,2,3,1,1,2,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,3,4,4,3,4,3,4,3,3,2,3,3,3,3,2,3,4,2,2,2,2,3,3,4,10,39,50,3,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Sample 1",NA
"2021/07/02 06:53:00","R_1KyhXKpVw0u7bwn","ÁR86É","University of Pécs","Psychology / Behavior analyst",NA,"Multivariate statistics (PTE)","No",NA,3,4,4,3,4,3,4,4,1,3,4,4,3,4,4,4,2,1,3,2,3,2,3,3,3,3,3,1,2,3,4,3,1,3,3,3,3,1,3,1,2,2,2,1,1,1,2,2,1,2,1,1,2,2,1,2,2,1,2,1,1,1,1,1,3,3,3,2,2,4,2,4,2,1,3,1,3,3,1,2,1,1,2,1,1,1,2,2,2,3,1,2,4,3,3,4,3,1,3,1,1,2,3,1,2,1,2,2,2,1,1,2,2,3,2,1,2,2,2,2,3,2,2,2,1,2,3,2,2,2,3,2,3,3,1,2,3,1,3,1,1,2,2,1,3,1,1,3,1,4,3,5,5,4,4,4,4,4,1,1,2,2,4,3,8,10,20,100,1,"No","GCSE",NA,"3",NA,NA,"84 hónapja",NA,NA,"No","Könyvtárinformatika és statisztikai alapismeretek I.","Könyvtárinformatika és statisztikai alapismeretek II.","Pszichometria","Többváltozós statisztikai eljárások",".",4,5,5,5,0,"3rd Year",25,"Female",NA,"I do not have a Specific Learning Disability",NA,1,"Sample 1",NA
